filename,processed_file,SSIM
brown_spot-1-_jpg.rf.cd8fbb7d0f0a538b2c064ded1687c56f.jpg,C:\Users\ihver\Desktop\ay2023-2024-2nd-sem-cmsc190-sp2-ihvergara\images\dataset_HE_V\brown_spot_HE_V\brown_spot-1-_jpg.rf.cd8fbb7d0f0a538b2c064ded1687c56f HE_V.jpg,0.4629
brown_spot-10-_jpg.rf.810fd3bc6fcc3310d5b3c5dd94f00f8a.jpg,C:\Users\ihver\Desktop\ay2023-2024-2nd-sem-cmsc190-sp2-ihvergara\images\dataset_HE_V\brown_spot_HE_V\brown_spot-10-_jpg.rf.810fd3bc6fcc3310d5b3c5dd94f00f8a HE_V.jpg,0.5405
brown_spot-100-_JPG.rf.a78f0d2734b376419ca6247b6dce3a24.jpg,C:\Users\ihver\Desktop\ay2023-2024-2nd-sem-cmsc190-sp2-ihvergara\images\dataset_HE_V\brown_spot_HE_V\brown_spot-100-_JPG.rf.a78f0d2734b376419ca6247b6dce3a24 HE_V.jpg,0.3157
brown_spot-101-_jpg.rf.8c844f911326e6cf0bdde28b003d2af2.jpg,C:\Users\ihver\Desktop\ay2023-2024-2nd-sem-cmsc190-sp2-ihvergara\images\dataset_HE_V\brown_spot_HE_V\brown_spot-101-_jpg.rf.8c844f911326e6cf0bdde28b003d2af2 HE_V.jpg,0.6355
brown_spot-102-_jpg.rf.8f5f0e5ddf862449260d74e8818219a0.jpg,C:\Users\ihver\Desktop\ay2023-2024-2nd-sem-cmsc190-sp2-ihvergara\images\dataset_HE_V\brown_spot_HE_V\brown_spot-102-_jpg.rf.8f5f0e5ddf862449260d74e8818219a0 HE_V.jpg,0.6885
brown_spot-103-_jpg.rf.7c43e605dea42b40e3cb28fbb72c68f6.jpg,C:\Users\ihver\Desktop\ay2023-2024-2nd-sem-cmsc190-sp2-ihvergara\images\dataset_HE_V\brown_spot_HE_V\brown_spot-103-_jpg.rf.7c43e605dea42b40e3cb28fbb72c68f6 HE_V.jpg,0.6765
brown_spot-104-_jpg.rf.919c20ec59293f4ef4e6320a29007b04.jpg,C:\Users\ihver\Desktop\ay2023-2024-2nd-sem-cmsc190-sp2-ihvergara\images\dataset_HE_V\brown_spot_HE_V\brown_spot-104-_jpg.rf.919c20ec59293f4ef4e6320a29007b04 HE_V.jpg,0.2031
brown_spot-105-_jpg.rf.5bd0f5e46ea9a4a17fd716416a8c9bad.jpg,C:\Users\ihver\Desktop\ay2023-2024-2nd-sem-cmsc190-sp2-ihvergara\images\dataset_HE_V\brown_spot_HE_V\brown_spot-105-_jpg.rf.5bd0f5e46ea9a4a17fd716416a8c9bad HE_V.jpg,0.2836
brown_spot-106-_jpg.rf.2a3733726e65dd95cd2becd32675de06.jpg,C:\Users\ihver\Desktop\ay2023-2024-2nd-sem-cmsc190-sp2-ihvergara\images\dataset_HE_V\brown_spot_HE_V\brown_spot-106-_jpg.rf.2a3733726e65dd95cd2becd32675de06 HE_V.jpg,0.2878
brown_spot-107-_jpg.rf.9094cfd74b1e6902400c695c0e08c93d.jpg,C:\Users\ihver\Desktop\ay2023-2024-2nd-sem-cmsc190-sp2-ihvergara\images\dataset_HE_V\brown_spot_HE_V\brown_spot-107-_jpg.rf.9094cfd74b1e6902400c695c0e08c93d HE_V.jpg,0.1552
brown_spot-108-_jpg.rf.38ffe202d5bebd0e00a78512306c7b2b.jpg,C:\Users\ihver\Desktop\ay2023-2024-2nd-sem-cmsc190-sp2-ihvergara\images\dataset_HE_V\brown_spot_HE_V\brown_spot-108-_jpg.rf.38ffe202d5bebd0e00a78512306c7b2b HE_V.jpg,0.2928
brown_spot-109-_jpg.rf.e7d07cf721d9b89967f25ce1bd085e06.jpg,C:\Users\ihver\Desktop\ay2023-2024-2nd-sem-cmsc190-sp2-ihvergara\images\dataset_HE_V\brown_spot_HE_V\brown_spot-109-_jpg.rf.e7d07cf721d9b89967f25ce1bd085e06 HE_V.jpg,0.4619
brown_spot-11-_jpg.rf.09cc48abc247477dcf65134dc4661542.jpg,C:\Users\ihver\Desktop\ay2023-2024-2nd-sem-cmsc190-sp2-ihvergara\images\dataset_HE_V\brown_spot_HE_V\brown_spot-11-_jpg.rf.09cc48abc247477dcf65134dc4661542 HE_V.jpg,0.8512
brown_spot-110-_jpg.rf.a830e203f0a13dda4323bf6df86b4754.jpg,C:\Users\ihver\Desktop\ay2023-2024-2nd-sem-cmsc190-sp2-ihvergara\images\dataset_HE_V\brown_spot_HE_V\brown_spot-110-_jpg.rf.a830e203f0a13dda4323bf6df86b4754 HE_V.jpg,0.7434
